review,date,source,review_id,sentences,sentence_id,sentence,sent_len,sentiment_new,themes,themes_bow,variable,themes_relation_extraction,themes_keyword,theme_len,relation_word,emotion_keyword,theme_groups,emotion_groups
<<<<<<< HEAD
"Our partners employees create heartwarming connections every day .  When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at",2020-03-27 22:03:34,Twitter,1,"['Our partners employees create heartwarming connections every day .', 'When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at']",0,partners employees create heartwarming connections every day,66,Neutral,"['connections', 'day', 'employees', 'partners']",connections|day|employees|partners,0,connections,connection,10,create,create,,happy
"Our partners employees create heartwarming connections every day .  When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at",2020-03-27 22:03:34,Twitter,1,"['Our partners employees create heartwarming connections every day .', 'When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at']",0,partners employees create heartwarming connections every day,66,Neutral,"['connections', 'day', 'employees', 'partners']",connections|day|employees|partners,1,day,day,3,,,Setting,
"Our partners employees create heartwarming connections every day .  When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at",2020-03-27 22:03:34,Twitter,1,"['Our partners employees create heartwarming connections every day .', 'When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at']",0,partners employees create heartwarming connections every day,66,Neutral,"['connections', 'day', 'employees', 'partners']",connections|day|employees|partners,2,employees,employee,8,create,create,,happy
"Our partners employees create heartwarming connections every day .  When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at",2020-03-27 22:03:34,Twitter,1,"['Our partners employees create heartwarming connections every day .', 'When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at']",0,partners employees create heartwarming connections every day,66,Neutral,"['connections', 'day', 'employees', 'partners']",connections|day|employees|partners,3,partners,partner,7,,,,
"Our partners employees create heartwarming connections every day .  When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at",2020-03-27 22:03:34,Twitter,1,"['Our partners employees create heartwarming connections every day .', 'When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at']",1,customer got flat tire outside one stores ran assist even stopped take order proud partner read,156,Positive,"['customer', 'order', 'partner', 'stores', 'tire']",customer|order|partner|stores|tire,0,customer,customer,8,got,got,Consumer,happy
"Our partners employees create heartwarming connections every day .  When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at",2020-03-27 22:03:34,Twitter,1,"['Our partners employees create heartwarming connections every day .', 'When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at']",1,customer got flat tire outside one stores ran assist even stopped take order proud partner read,156,Positive,"['customer', 'order', 'partner', 'stores', 'tire']",customer|order|partner|stores|tire,1,order,order,5,take,take,Consumer,neutral
"Our partners employees create heartwarming connections every day .  When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at",2020-03-27 22:03:34,Twitter,1,"['Our partners employees create heartwarming connections every day .', 'When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at']",1,customer got flat tire outside one stores ran assist even stopped take order proud partner read,156,Positive,"['customer', 'order', 'partner', 'stores', 'tire']",customer|order|partner|stores|tire,2,partner,partner,7,take,take,,neutral
"Our partners employees create heartwarming connections every day .  When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at",2020-03-27 22:03:34,Twitter,1,"['Our partners employees create heartwarming connections every day .', 'When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at']",1,customer got flat tire outside one stores ran assist even stopped take order proud partner read,156,Positive,"['customer', 'order', 'partner', 'stores', 'tire']",customer|order|partner|stores|tire,3,stores,store,5,tire,tire,Packaging/Delivery,
"Our partners employees create heartwarming connections every day .  When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at",2020-03-27 22:03:34,Twitter,1,"['Our partners employees create heartwarming connections every day .', 'When a customer got flat tire outside one of our stores , Alejandro ran out to assist He even stopped take her order Were proud be your partner Read more at']",1,customer got flat tire outside one stores ran assist even stopped take order proud partner read,156,Positive,"['customer', 'order', 'partner', 'stores', 'tire']",customer|order|partner|stores|tire,4,tire,tire,4,got,got,,happy
"Rewarding my kids with some Starbucks after they have been home for more than a week there are 6 of them and I forgot what one orders , but at the Price Chopper knew exactly it was made sure everyones order correct She said she missed coming in",2020-03-20 19:46:45,Twitter,2,"['Rewarding my kids with some Starbucks after they have been home for more than a week there are 6 of them and I forgot what one orders , but at the Price Chopper knew exactly it was made sure everyones order correct She said she missed coming in']",0,rewarding kids home week forgot one orders price chopper knew exactly made sure everyones order correct said missed coming,244,Positive,"['chopper', 'kids', 'order', 'orders', 'price', 'week']",chopper|kids|order|orders|price|week,0,chopper,chopper,7,knew,knew,,neutral
"Rewarding my kids with some Starbucks after they have been home for more than a week there are 6 of them and I forgot what one orders , but at the Price Chopper knew exactly it was made sure everyones order correct She said she missed coming in",2020-03-20 19:46:45,Twitter,2,"['Rewarding my kids with some Starbucks after they have been home for more than a week there are 6 of them and I forgot what one orders , but at the Price Chopper knew exactly it was made sure everyones order correct She said she missed coming in']",0,rewarding kids home week forgot one orders price chopper knew exactly made sure everyones order correct said missed coming,244,Positive,"['chopper', 'kids', 'order', 'orders', 'price', 'week']",chopper|kids|order|orders|price|week,1,kids,kid,3,forgot,forgot,Occasion,
"Rewarding my kids with some Starbucks after they have been home for more than a week there are 6 of them and I forgot what one orders , but at the Price Chopper knew exactly it was made sure everyones order correct She said she missed coming in",2020-03-20 19:46:45,Twitter,2,"['Rewarding my kids with some Starbucks after they have been home for more than a week there are 6 of them and I forgot what one orders , but at the Price Chopper knew exactly it was made sure everyones order correct She said she missed coming in']",0,rewarding kids home week forgot one orders price chopper knew exactly made sure everyones order correct said missed coming,244,Positive,"['chopper', 'kids', 'order', 'orders', 'price', 'week']",chopper|kids|order|orders|price|week,2,order,order,5,said,said,Consumer,neutral
"Rewarding my kids with some Starbucks after they have been home for more than a week there are 6 of them and I forgot what one orders , but at the Price Chopper knew exactly it was made sure everyones order correct She said she missed coming in",2020-03-20 19:46:45,Twitter,2,"['Rewarding my kids with some Starbucks after they have been home for more than a week there are 6 of them and I forgot what one orders , but at the Price Chopper knew exactly it was made sure everyones order correct She said she missed coming in']",0,rewarding kids home week forgot one orders price chopper knew exactly made sure everyones order correct said missed coming,244,Positive,"['chopper', 'kids', 'order', 'orders', 'price', 'week']",chopper|kids|order|orders|price|week,3,orders,order,5,forgot,forgot,Consumer,
"Rewarding my kids with some Starbucks after they have been home for more than a week there are 6 of them and I forgot what one orders , but at the Price Chopper knew exactly it was made sure everyones order correct She said she missed coming in",2020-03-20 19:46:45,Twitter,2,"['Rewarding my kids with some Starbucks after they have been home for more than a week there are 6 of them and I forgot what one orders , but at the Price Chopper knew exactly it was made sure everyones order correct She said she missed coming in']",0,rewarding kids home week forgot one orders price chopper knew exactly made sure everyones order correct said missed coming,244,Positive,"['chopper', 'kids', 'order', 'orders', 'price', 'week']",chopper|kids|order|orders|price|week,4,price,price,5,,,Cost,
"Rewarding my kids with some Starbucks after they have been home for more than a week there are 6 of them and I forgot what one orders , but at the Price Chopper knew exactly it was made sure everyones order correct She said she missed coming in",2020-03-20 19:46:45,Twitter,2,"['Rewarding my kids with some Starbucks after they have been home for more than a week there are 6 of them and I forgot what one orders , but at the Price Chopper knew exactly it was made sure everyones order correct She said she missed coming in']",0,rewarding kids home week forgot one orders price chopper knew exactly made sure everyones order correct said missed coming,244,Positive,"['chopper', 'kids', 'order', 'orders', 'price', 'week']",chopper|kids|order|orders|price|week,5,week,week,4,,,Setting,
"I escaped to Starbucks drivethru today for a few minutes mostly because needed get out .  The car in front of me paid my order the behind .  it was really nice surprise showed how were all this together , guys PayItForward coronavirus",2020-03-22 04:10:19,Twitter,3,"['I escaped to Starbucks drivethru today for a few minutes mostly because needed get out .', 'The car in front of me paid my order the behind .', 'it was really nice surprise showed how were all this together , guys PayItForward coronavirus']",0,escaped drivethru today minutes mostly needed get,88,Positive,"['get', 'minutes']",get|minutes,0,get,get,3,,,,
"I escaped to Starbucks drivethru today for a few minutes mostly because needed get out .  The car in front of me paid my order the behind .  it was really nice surprise showed how were all this together , guys PayItForward coronavirus",2020-03-22 04:10:19,Twitter,3,"['I escaped to Starbucks drivethru today for a few minutes mostly because needed get out .', 'The car in front of me paid my order the behind .', 'it was really nice surprise showed how were all this together , guys PayItForward coronavirus']",0,escaped drivethru today minutes mostly needed get,88,Positive,"['get', 'minutes']",get|minutes,1,minutes,minute,6,,,Setting,
"I escaped to Starbucks drivethru today for a few minutes mostly because needed get out .  The car in front of me paid my order the behind .  it was really nice surprise showed how were all this together , guys PayItForward coronavirus",2020-03-22 04:10:19,Twitter,3,"['I escaped to Starbucks drivethru today for a few minutes mostly because needed get out .', 'The car in front of me paid my order the behind .', 'it was really nice surprise showed how were all this together , guys PayItForward coronavirus']",1,car front paid order behind,49,Negative,"['car', 'front', 'order']",car|front|order,0,car,car,3,,,Place,
"I escaped to Starbucks drivethru today for a few minutes mostly because needed get out .  The car in front of me paid my order the behind .  it was really nice surprise showed how were all this together , guys PayItForward coronavirus",2020-03-22 04:10:19,Twitter,3,"['I escaped to Starbucks drivethru today for a few minutes mostly because needed get out .', 'The car in front of me paid my order the behind .', 'it was really nice surprise showed how were all this together , guys PayItForward coronavirus']",1,car front paid order behind,49,Negative,"['car', 'front', 'order']",car|front|order,1,front,front,5,paid,paid,,sad
"I escaped to Starbucks drivethru today for a few minutes mostly because needed get out .  The car in front of me paid my order the behind .  it was really nice surprise showed how were all this together , guys PayItForward coronavirus",2020-03-22 04:10:19,Twitter,3,"['I escaped to Starbucks drivethru today for a few minutes mostly because needed get out .', 'The car in front of me paid my order the behind .', 'it was really nice surprise showed how were all this together , guys PayItForward coronavirus']",1,car front paid order behind,49,Negative,"['car', 'front', 'order']",car|front|order,2,order,order,5,paid,paid,Consumer,sad
"I escaped to Starbucks drivethru today for a few minutes mostly because needed get out .  The car in front of me paid my order the behind .  it was really nice surprise showed how were all this together , guys PayItForward coronavirus",2020-03-22 04:10:19,Twitter,3,"['I escaped to Starbucks drivethru today for a few minutes mostly because needed get out .', 'The car in front of me paid my order the behind .', 'it was really nice surprise showed how were all this together , guys PayItForward coronavirus']",2,really nice surprise showed together guys payitforward coronavirus,93,Positive,"['coronavirus', 'guys', 'surprise']",coronavirus|guys|surprise,0,coronavirus,coronavirus,11,showed,showed,,
"I escaped to Starbucks drivethru today for a few minutes mostly because needed get out .  The car in front of me paid my order the behind .  it was really nice surprise showed how were all this together , guys PayItForward coronavirus",2020-03-22 04:10:19,Twitter,3,"['I escaped to Starbucks drivethru today for a few minutes mostly because needed get out .', 'The car in front of me paid my order the behind .', 'it was really nice surprise showed how were all this together , guys PayItForward coronavirus']",2,really nice surprise showed together guys payitforward coronavirus,93,Positive,"['coronavirus', 'guys', 'surprise']",coronavirus|guys|surprise,1,guys,guy,3,showed,showed,,
"I escaped to Starbucks drivethru today for a few minutes mostly because needed get out .  The car in front of me paid my order the behind .  it was really nice surprise showed how were all this together , guys PayItForward coronavirus",2020-03-22 04:10:19,Twitter,3,"['I escaped to Starbucks drivethru today for a few minutes mostly because needed get out .', 'The car in front of me paid my order the behind .', 'it was really nice surprise showed how were all this together , guys PayItForward coronavirus']",2,really nice surprise showed together guys payitforward coronavirus,93,Positive,"['coronavirus', 'guys', 'surprise']",coronavirus|guys|surprise,2,surprise,surprise,8,showed,showed,Setting,
"Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .  Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in",2020-03-26 22:00:06,Twitter,4,"['Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .', 'Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in']",0,thank healthcare workers first responders working tirelessly keep communities safe,103,Positive,"['communities', 'healthcare', 'responders', 'workers']",communities|healthcare|responders|workers,0,communities,community,9,keep,keep,Consumer,hopeful
"Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .  Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in",2020-03-26 22:00:06,Twitter,4,"['Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .', 'Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in']",0,thank healthcare workers first responders working tirelessly keep communities safe,103,Positive,"['communities', 'healthcare', 'responders', 'workers']",communities|healthcare|responders|workers,1,healthcare,healthcare,10,,,Health,
"Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .  Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in",2020-03-26 22:00:06,Twitter,4,"['Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .', 'Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in']",0,thank healthcare workers first responders working tirelessly keep communities safe,103,Positive,"['communities', 'healthcare', 'responders', 'workers']",communities|healthcare|responders|workers,2,responders,responder,9,thank,thank,,happy
"Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .  Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in",2020-03-26 22:00:06,Twitter,4,"['Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .', 'Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in']",0,thank healthcare workers first responders working tirelessly keep communities safe,103,Positive,"['communities', 'healthcare', 'responders', 'workers']",communities|healthcare|responders|workers,3,workers,worker,6,thank,thank,Consumer,happy
"Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .  Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in",2020-03-26 22:00:06,Twitter,4,"['Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .', 'Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in']",1,inspired generosity partners employees offering frontline free tall brewed coffee participating stores,129,Positive,"['coffee', 'employees', 'frontline', 'generosity', 'partners', 'stores']",coffee|employees|frontline|generosity|partners|stores,0,coffee,coffee,6,offering,offering,,happy
"Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .  Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in",2020-03-26 22:00:06,Twitter,4,"['Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .', 'Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in']",1,inspired generosity partners employees offering frontline free tall brewed coffee participating stores,129,Positive,"['coffee', 'employees', 'frontline', 'generosity', 'partners', 'stores']",coffee|employees|frontline|generosity|partners|stores,1,employees,employee,8,offering,offering,,happy
"Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .  Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in",2020-03-26 22:00:06,Twitter,4,"['Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .', 'Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in']",1,inspired generosity partners employees offering frontline free tall brewed coffee participating stores,129,Positive,"['coffee', 'employees', 'frontline', 'generosity', 'partners', 'stores']",coffee|employees|frontline|generosity|partners|stores,2,frontline,frontline,9,,,,
"Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .  Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in",2020-03-26 22:00:06,Twitter,4,"['Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .', 'Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in']",1,inspired generosity partners employees offering frontline free tall brewed coffee participating stores,129,Positive,"['coffee', 'employees', 'frontline', 'generosity', 'partners', 'stores']",coffee|employees|frontline|generosity|partners|stores,3,generosity,generosity,10,,,,
"Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .  Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in",2020-03-26 22:00:06,Twitter,4,"['Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .', 'Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in']",1,inspired generosity partners employees offering frontline free tall brewed coffee participating stores,129,Positive,"['coffee', 'employees', 'frontline', 'generosity', 'partners', 'stores']",coffee|employees|frontline|generosity|partners|stores,4,partners,partner,7,,,,
"Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .  Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in",2020-03-26 22:00:06,Twitter,4,"['Thank you to the healthcare workers and first responders working tirelessly keep our communities safe .', 'Inspired by generosity of partners employees , we are offering all frontline a free tall brewed coffee at participating stores in']",1,inspired generosity partners employees offering frontline free tall brewed coffee participating stores,129,Positive,"['coffee', 'employees', 'frontline', 'generosity', 'partners', 'stores']",coffee|employees|frontline|generosity|partners|stores,5,stores,store,5,participating,participating,Packaging/Delivery,
"MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .  But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day",2020-03-21 16:56:37,Twitter,5,"['MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .', 'But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day']",0,carer elderly know times tough around country right,101,Negative,"['carer', 'country', 'times']",carer|country|times,0,carer,carer,5,know,know,,neutral
"MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .  But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day",2020-03-21 16:56:37,Twitter,5,"['MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .', 'But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day']",0,carer elderly know times tough around country right,101,Negative,"['carer', 'country', 'times']",carer|country|times,1,country,country,7,know,know,Consumer,neutral
"MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .  But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day",2020-03-21 16:56:37,Twitter,5,"['MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .', 'But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day']",0,carer elderly know times tough around country right,101,Negative,"['carer', 'country', 'times']",carer|country|times,2,times,time,4,,,Setting,
"MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .  But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day",2020-03-21 16:56:37,Twitter,5,"['MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .', 'But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day']",1,brighten situation went starbucks break amazing barista paid food uniform really made day,141,Positive,"['barista', 'break', 'brighten', 'day', 'food', 'situation', 'starbucks']",barista|break|brighten|day|food|situation|starbucks,0,barista,barista,7,,,,
"MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .  But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day",2020-03-21 16:56:37,Twitter,5,"['MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .', 'But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day']",1,brighten situation went starbucks break amazing barista paid food uniform really made day,141,Positive,"['barista', 'break', 'brighten', 'day', 'food', 'situation', 'starbucks']",barista|break|brighten|day|food|situation|starbucks,1,break,break,5,went,went,,neutral
"MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .  But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day",2020-03-21 16:56:37,Twitter,5,"['MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .', 'But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day']",1,brighten situation went starbucks break amazing barista paid food uniform really made day,141,Positive,"['barista', 'break', 'brighten', 'day', 'food', 'situation', 'starbucks']",barista|break|brighten|day|food|situation|starbucks,2,brighten,brighten,8,,,,
"MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .  But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day",2020-03-21 16:56:37,Twitter,5,"['MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .', 'But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day']",1,brighten situation went starbucks break amazing barista paid food uniform really made day,141,Positive,"['barista', 'break', 'brighten', 'day', 'food', 'situation', 'starbucks']",barista|break|brighten|day|food|situation|starbucks,3,day,day,3,,,Setting,
"MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .  But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day",2020-03-21 16:56:37,Twitter,5,"['MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .', 'But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day']",1,brighten situation went starbucks break amazing barista paid food uniform really made day,141,Positive,"['barista', 'break', 'brighten', 'day', 'food', 'situation', 'starbucks']",barista|break|brighten|day|food|situation|starbucks,4,food,food,4,went,went,Complements,neutral
"MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .  But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day",2020-03-21 16:56:37,Twitter,5,"['MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .', 'But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day']",1,brighten situation went starbucks break amazing barista paid food uniform really made day,141,Positive,"['barista', 'break', 'brighten', 'day', 'food', 'situation', 'starbucks']",barista|break|brighten|day|food|situation|starbucks,5,situation,situation,9,went,went,,neutral
"MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .  But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day",2020-03-21 16:56:37,Twitter,5,"['MayaJama BBCR1 I am a carer for the elderly and as we know times are tough around country right now .', 'But to brighten it up situation , just went into starbucks on my break amazing barista paid food because i was in uniform its really made day']",1,brighten situation went starbucks break amazing barista paid food uniform really made day,141,Positive,"['barista', 'break', 'brighten', 'day', 'food', 'situation', 'starbucks']",barista|break|brighten|day|food|situation|starbucks,6,starbucks,starbucks,9,,,,
"Stopped into Starbucks for a coffee before another long ER shift .  As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make",2020-03-21 05:25:44,Twitter,6,"['Stopped into Starbucks for a coffee before another long ER shift .', 'As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make']",0,stopped coffee another long er shift,66,Negative,"['coffee', 'er', 'shift']",coffee|er|shift,0,coffee,coffee,6,stopped,stopped,,
"Stopped into Starbucks for a coffee before another long ER shift .  As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make",2020-03-21 05:25:44,Twitter,6,"['Stopped into Starbucks for a coffee before another long ER shift .', 'As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make']",0,stopped coffee another long er shift,66,Negative,"['coffee', 'er', 'shift']",coffee|er|shift,2,shift,shift,5,stopped,stopped,,
"Stopped into Starbucks for a coffee before another long ER shift .  As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make",2020-03-21 05:25:44,Twitter,6,"['Stopped into Starbucks for a coffee before another long ER shift .', 'As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make']",1,barista handed drink says nurse bag inside cakesyummy snacks thank west end make,144,Negative,"['bag', 'barista', 'cakesyummy', 'drink', 'make', 'nurse', 'snacks']",bag|barista|cakesyummy|drink|make|nurse|snacks,0,bag,bag,3,thank,thank,Packaging/Delivery,happy
"Stopped into Starbucks for a coffee before another long ER shift .  As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make",2020-03-21 05:25:44,Twitter,6,"['Stopped into Starbucks for a coffee before another long ER shift .', 'As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make']",1,barista handed drink says nurse bag inside cakesyummy snacks thank west end make,144,Negative,"['bag', 'barista', 'cakesyummy', 'drink', 'make', 'nurse', 'snacks']",bag|barista|cakesyummy|drink|make|nurse|snacks,1,barista,barista,7,,,,
"Stopped into Starbucks for a coffee before another long ER shift .  As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make",2020-03-21 05:25:44,Twitter,6,"['Stopped into Starbucks for a coffee before another long ER shift .', 'As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make']",1,barista handed drink says nurse bag inside cakesyummy snacks thank west end make,144,Negative,"['bag', 'barista', 'cakesyummy', 'drink', 'make', 'nurse', 'snacks']",bag|barista|cakesyummy|drink|make|nurse|snacks,2,cakesyummy,cakesyummy,10,,,,
"Stopped into Starbucks for a coffee before another long ER shift .  As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make",2020-03-21 05:25:44,Twitter,6,"['Stopped into Starbucks for a coffee before another long ER shift .', 'As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make']",1,barista handed drink says nurse bag inside cakesyummy snacks thank west end make,144,Negative,"['bag', 'barista', 'cakesyummy', 'drink', 'make', 'nurse', 'snacks']",bag|barista|cakesyummy|drink|make|nurse|snacks,3,drink,drink,5,says,says,Other Drinks,neutral
"Stopped into Starbucks for a coffee before another long ER shift .  As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make",2020-03-21 05:25:44,Twitter,6,"['Stopped into Starbucks for a coffee before another long ER shift .', 'As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make']",1,barista handed drink says nurse bag inside cakesyummy snacks thank west end make,144,Negative,"['bag', 'barista', 'cakesyummy', 'drink', 'make', 'nurse', 'snacks']",bag|barista|cakesyummy|drink|make|nurse|snacks,4,make,make,4,thank,thank,Preparation/Consumption,happy
"Stopped into Starbucks for a coffee before another long ER shift .  As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make",2020-03-21 05:25:44,Twitter,6,"['Stopped into Starbucks for a coffee before another long ER shift .', 'As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make']",1,barista handed drink says nurse bag inside cakesyummy snacks thank west end make,144,Negative,"['bag', 'barista', 'cakesyummy', 'drink', 'make', 'nurse', 'snacks']",bag|barista|cakesyummy|drink|make|nurse|snacks,5,nurse,nurse,5,,,,
"Stopped into Starbucks for a coffee before another long ER shift .  As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make",2020-03-21 05:25:44,Twitter,6,"['Stopped into Starbucks for a coffee before another long ER shift .', 'As the barista handed me my drink she says , and here is your Nurse bag Inside was few cakesyummy snacks Thank you on West End in Nashville make']",1,barista handed drink says nurse bag inside cakesyummy snacks thank west end make,144,Negative,"['bag', 'barista', 'cakesyummy', 'drink', 'make', 'nurse', 'snacks']",bag|barista|cakesyummy|drink|make|nurse|snacks,6,snacks,snack,5,bag,bag,Complements,
